,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,20,2004,6.4,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,42,24,15,18,12,216,60
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",20,2004,24.2,1268,18,183,655,445,35,1268,60,34,56.7,23,38.3,732,4494,2038,73,45,12,38,38,851,89
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,FW,31,1993,8.3,272,15,49,114,109,16,272,10,0,0.0,8,80.0,174,816,389,14,5,6,11,10,188,48
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,25,1999,24.1,1441,73,386,903,166,18,1441,45,27,60.0,14,31.1,847,3904,2011,34,19,4,24,22,1013,23
ENG-Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,2001,12.5,806,152,451,325,35,10,806,0,0,,0,,468,2318,1106,3,6,0,10,2,484,2
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31,1993,19.0,1210,234,689,503,20,8,1210,2,1,50.0,1,50.0,789,3430,1820,3,3,1,4,3,878,0
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1993,1.5,55,40,55,0,0,0,55,1,0,0.0,1,100.0,44,176,107,0,0,0,0,0,35,0
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"FW,MF",19,2004,16.9,874,26,128,452,307,39,874,83,28,33.7,49,59.0,479,2997,1347,39,26,9,58,39,528,74
ENG-Premier League,2425,Leicester City,Hamza Choudhury,BAN,"MF,DF",26,1997,1.5,100,4,19,61,20,3,100,4,3,75.0,1,25.0,63,246,130,4,2,2,1,0,71,6
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28,1996,17.1,1158,49,275,746,151,1,1158,12,3,25.0,8,66.7,696,3268,1522,19,13,0,13,8,827,11
ENG-Premier League,2425,Leicester City,Jake Evans,,FW,,,0.3,5,0,1,3,1,0,5,0,0,,0,,1,1,0,0,0,0,0,1,3,1
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,23,2000,10.0,411,309,406,6,0,0,411,0,0,,0,,221,983,595,0,0,0,1,0,225,0
ENG-Premier League,2425,Leicester City,James Justin,ENG,DF,26,1998,32.4,1948,151,692,881,387,38,1948,30,9,30.0,13,43.3,866,3649,1788,39,27,4,31,15,1077,96
ENG-Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,37,1987,31.4,586,30,61,272,260,111,584,23,11,47.8,10,43.5,285,1504,717,29,13,16,34,14,382,120
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31,1992,15.5,1092,196,572,497,28,10,1092,4,4,100.0,0,0.0,672,2932,1458,3,3,0,2,0,757,2
ENG-Premier League,2425,Leicester City,Jeremy Monga,,"FW,MF",15,2009,1.2,51,1,9,16,27,5,51,7,2,28.6,3,42.9,37,336,157,6,2,3,5,2,32,10
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",32,1991,18.2,798,21,103,407,312,55,797,64,26,40.6,32,50.0,479,3374,1540,49,37,11,63,40,540,86
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,FW,22,2001,9.5,379,21,76,141,169,30,379,25,6,24.0,15,60.0,224,1455,575,19,11,9,20,16,243,71
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001,12.3,775,50,294,366,120,8,775,6,3,50.0,3,50.0,371,1457,585,5,8,2,12,4,431,16
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000,26.5,1147,831,1106,43,0,0,1147,1,1,100.0,0,0.0,734,3625,1904,0,0,0,1,0,625,0
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,18,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,26,1998,0.3,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,0,1,7,2,13,2
ENG-Premier League,2425,Leicester City,Olabade Aluko,,DF,,,0.0,6,0,0,6,1,0,6,1,0,0.0,1,100.0,2,1,0,0,0,0,0,1,2,0
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23,2000,12.5,612,29,141,383,92,9,612,12,7,58.3,5,41.7,347,1392,644,16,7,3,12,7,419,19
ENG-Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",25,1998,8.2,252,11,46,114,97,29,252,15,2,13.3,10,66.7,141,714,321,11,7,6,20,12,167,36
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,30,1993,4.3,296,17,90,166,41,5,296,9,6,66.7,2,22.2,151,453,186,3,3,2,3,1,172,5
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26,1998,17.9,863,23,132,327,421,61,863,95,35,36.8,47,49.5,583,4343,2355,91,40,27,39,35,623,138
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,21,2002,27.6,1614,115,577,722,329,17,1614,18,8,44.4,9,50.0,816,3948,1866,40,26,5,15,13,887,78
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,27,1996,25.8,1400,119,461,699,253,61,1400,33,13,39.4,18,54.5,670,2727,1101,18,23,2,37,33,834,75
ENG-Premier League,2425,Leicester City,Will Alves,ENG,FW,19,2005,0.0,1,0,0,0,1,0,1,0,0,,0,,1,5,5,0,0,0,0,0,1,1
ENG-Premier League,2425,Leicester City,Wout Faes,BEL,DF,26,1998,31.3,1906,318,962,885,68,27,1906,6,5,83.3,1,16.7,1107,5050,2928,12,13,2,17,6,1268,1
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,MLI,DF,25,1999,1.2,76,8,27,31,20,4,76,1,0,0.0,1,100.0,48,288,169,4,2,1,4,0,36,2
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25,1998,28.9,1860,56,284,960,637,60,1860,42,16,38.1,21,50.0,915,3782,2018,36,43,5,31,22,1228,80
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31,1992,27.9,1010,741,990,20,0,0,1010,1,1,100.0,0,0.0,658,2611,1586,0,0,0,1,0,618,0
ENG-Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,30,1994,27.6,2083,92,538,940,620,53,2083,18,7,38.9,10,55.6,1107,4939,2849,64,52,6,25,13,1398,108
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25,1998,10.0,398,286,396,2,0,0,398,1,1,100.0,0,0.0,290,1131,616,0,0,0,1,0,275,0
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,FW,25,1999,21.5,888,28,91,258,557,110,888,61,31,50.8,21,34.4,605,4320,2208,59,34,28,45,24,677,278
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,2003,8.4,663,32,197,299,178,43,663,25,10,40.0,12,48.0,369,2332,1356,35,22,9,13,5,411,39
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23,2001,19.0,1288,41,220,683,393,58,1288,22,12,54.5,8,36.4,789,3889,1892,30,23,8,26,36,967,79
ENG-Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,1999,12.6,366,10,45,122,210,74,366,23,8,34.8,14,60.9,201,1063,568,23,19,12,24,21,248,78
ENG-Premier League,2425,Liverpool,Diogo Jota,POR,FW,27,1996,13.3,485,6,35,198,259,97,485,33,11,33.3,20,60.6,263,1500,796,37,23,21,40,22,333,88
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23,2000,27.7,1584,32,220,761,626,104,1584,41,21,51.2,17,41.5,805,4223,2372,72,49,18,37,23,1073,127
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,26,1997,1.2,46,2,10,15,21,4,46,2,0,0.0,2,100.0,31,130,58,3,1,1,3,4,33,7
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,MF,21,2003,4.1,339,5,32,164,144,21,339,9,4,44.4,4,44.4,188,872,408,10,11,5,5,4,253,30
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999,28.4,2185,223,928,1145,119,23,2185,6,3,50.0,2,33.3,1290,6124,3603,25,15,0,8,2,1576,3
ENG-Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,21,2003,5.5,464,80,245,189,30,6,464,3,1,33.3,2,66.7,268,1421,709,3,4,1,5,2,321,4
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,MF,18,2006,0.1,2,0,0,0,2,0,2,0,0,,0,,1,2,1,0,0,0,0,1,1,0
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27,1997,5.8,481,54,183,264,37,5,481,0,0,,0,,303,1638,947,5,2,1,1,2,335,2
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,28,1996,9.3,741,33,190,327,229,13,741,12,5,41.7,5,41.7,368,1567,790,17,8,2,6,4,472,43
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,FW,27,1997,26.7,1184,17,90,409,706,167,1184,116,53,45.7,51,44.0,780,5710,2960,108,55,56,55,49,933,293
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32,1992,37.5,1695,11,97,500,1119,356,1686,137,58,42.3,72,52.6,1150,6909,3700,155,59,127,116,67,1407,488
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22,2002,35.1,2343,117,509,1354,512,26,2343,81,37,45.7,30,37.0,1396,7452,3742,70,75,10,55,26,1669,55
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25,1998,26.3,2253,88,593,1014,660,44,2253,37,17,45.9,17,45.9,1184,5358,2860,51,36,9,19,15,1436,94
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991,37.0,3300,450,1317,1827,166,48,3300,5,3,60.0,2,40.0,1856,8754,4846,22,24,3,10,5,2281,6
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,2001,0.1,8,5,8,0,0,0,8,0,0,,0,,7,29,8,0,0,0,0,0,5,0
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,"MF,DF",31,1993,3.0,237,12,65,124,49,3,237,2,2,100.0,0,0.0,110,397,169,1,3,1,6,3,163,8
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,20,2004,5.6,445,45,205,211,31,1,445,2,0,0.0,2,100.0,274,1155,435,1,1,0,2,1,332,2
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,"MF,FW",29,1994,29.7,2054,50,355,843,876,141,2054,61,28,45.9,26,42.6,1288,8110,4045,101,65,32,25,34,1518,200
ENG-Premier League,2425,Manchester City,Claudio Echeverri,ARG,FW,18,2006,0.1,3,0,0,2,1,0,3,0,0,,0,,3,28,12,0,0,0,0,1,3,1
ENG-Premier League,2425,Manchester City,Divin Mubama,ENG,FW,19,2004,0.3,5,0,0,2,3,1,5,0,0,,0,,2,14,0,0,0,0,0,1,3,0
ENG-Premier League,2425,Manchester City,Ederson,BRA,GK,30,1993,25.8,975,689,962,13,0,0,975,0,0,,0,,654,3060,1981,0,0,0,1,0,616,0
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000,30.4,639,22,40,222,384,190,635,36,13,36.1,20,55.6,310,1494,577,24,15,23,45,27,478,124
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"FW,MF",28,1995,8.0,521,15,42,162,324,71,521,29,13,44.8,9,31.0,376,2881,1714,69,23,46,10,16,423,118
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,ENG,DF,18,2005,1.1,123,9,61,59,3,1,123,1,0,0.0,0,0.0,79,376,190,1,0,0,1,0,101,0
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,"MF,FW",21,2002,3.9,168,2,17,62,90,21,168,7,2,28.6,5,71.4,96,486,211,7,6,1,5,1,122,32
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"FW,MF",22,2002,16.8,1027,4,46,233,772,161,1027,201,107,53.2,60,29.9,796,7581,4865,213,95,109,59,59,854,286
ENG-Premier League,2425,Manchester City,John Stones,ENG,"DF,MF",30,1994,6.1,442,40,142,234,68,4,442,2,2,100.0,0,0.0,292,2146,1183,10,14,0,2,0,333,2
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22,2002,36.4,3103,146,764,1549,815,98,3103,43,25,58.1,14,32.6,1997,10574,6002,91,102,15,29,16,2257,121
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,BEL,"MF,FW",33,1991,18.9,1368,10,75,455,850,79,1368,34,13,38.2,17,50.0,812,4001,2076,51,51,20,26,28,1021,150
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,10.8,892,26,197,473,228,5,892,6,3,50.0,2,33.3,499,2284,1106,12,13,0,9,2,630,11
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,DF,29,1995,22.4,1881,119,559,920,405,19,1881,2,2,100.0,0,0.0,1254,6953,4234,46,64,0,5,5,1483,7
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,MF,30,1994,24.4,2123,53,318,1199,627,17,2123,41,22,53.7,11,26.8,1445,8397,3961,56,78,3,19,29,1729,16
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,18.6,1416,47,251,560,614,62,1416,41,19,46.3,14,34.1,866,4503,2315,63,37,24,32,13,1013,175
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29,1995,7.5,596,51,205,331,61,5,596,1,1,100.0,0,0.0,403,2244,1501,12,12,1,4,3,449,2
ENG-Premier League,2425,Manchester City,Nico O’Reilly,ENG,DF,19,2005,5.9,419,14,71,223,130,18,419,15,9,60.0,6,40.0,249,1171,575,16,15,0,14,15,298,26
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22,2002,8.4,713,18,116,439,161,10,713,6,1,16.7,3,50.0,425,1824,729,9,12,3,8,11,535,11
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"FW,MF",25,1999,13.1,504,6,34,152,326,68,504,46,20,43.5,21,45.7,320,1975,960,29,20,15,45,19,361,78
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,FW,21,2003,0.2,15,0,2,6,7,0,15,2,2,100.0,0,0.0,10,67,32,1,0,0,0,0,13,1
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,19.7,1139,13,85,382,681,83,1139,43,14,32.6,23,53.5,722,3720,1782,50,30,17,36,31,894,128
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,21.0,1477,53,289,727,477,46,1477,21,9,42.9,11,52.4,865,4215,2155,39,41,8,20,19,1061,78
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28,1996,0.8,74,1,14,37,24,0,74,1,0,0.0,0,0.0,39,172,82,1,2,0,0,0,56,1
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,DF,27,1997,25.2,2499,216,837,1361,307,26,2499,3,2,66.7,1,33.3,1775,10123,6017,43,65,1,8,1,2016,8
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,1992,12.2,492,383,489,3,0,0,492,0,0,,0,,323,1489,864,0,0,0,0,0,309,0
ENG-Premier League,2425,Manchester City,Sávio,BRA,"FW,MF",20,2004,19.6,1095,14,55,286,774,154,1095,113,52,46.0,40,35.4,783,6489,3559,137,45,75,42,38,852,246
ENG-Premier League,2425,Manchester City,Vitor Reis,BRA,DF,18,2006,0.0,3,1,2,1,0,0,3,1,1,100.0,0,0.0,2,3,0,0,0,0,0,0,2,0
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,1990,24.7,1892,45,270,929,714,67,1892,41,17,41.5,16,39.0,1118,6209,3000,64,57,11,29,25,1480,96
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,"MF,FW",20,2004,24.4,1159,13,130,364,683,176,1159,89,26,29.2,55,61.8,840,6365,3245,141,72,67,64,48,888,290
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26,1998,4.0,168,145,166,2,0,0,168,0,0,,0,,110,432,196,0,0,0,0,0,103,0
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,2002,21.1,1207,16,175,443,607,131,1207,88,41,46.6,43,48.9,782,5295,2750,109,53,66,42,35,854,200
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,1996,34.0,1371,1046,1350,22,0,0,1371,1,1,100.0,0,0.0,961,4851,2676,0,0,0,1,0,832,0
ENG-Premier League,2425,Manchester Utd,Antony,BRA,"DF,MF",24,2000,1.6,101,2,22,26,54,8,101,11,4,36.4,6,54.5,60,317,182,5,6,1,5,1,69,7
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17,2006,1.9,136,30,68,60,10,2,136,4,2,50.0,2,50.0,95,491,259,1,1,0,3,1,93,1
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,33.5,2649,62,428,1263,983,80,2646,67,28,41.8,33,49.3,1542,7244,3866,77,65,14,43,43,1853,129
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,1992,16.6,1250,75,374,633,251,43,1250,6,3,50.0,3,50.0,660,2047,934,4,10,0,12,10,800,28
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16,2007,1.8,47,3,6,21,20,9,47,3,1,33.3,2,66.7,22,114,50,2,0,1,5,1,29,12
ENG-Premier League,2425,Manchester Utd,Christian Eriksen,DEN,MF,32,1992,11.8,850,26,173,397,284,17,849,4,0,0.0,4,100.0,473,1784,851,13,14,1,13,5,566,29
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,DF,25,1999,31.3,1983,113,661,773,566,68,1983,53,27,50.9,22,41.5,1126,4953,2699,62,37,16,38,21,1200,168
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,DF,17,2007,3.8,250,13,82,88,84,5,250,8,3,37.5,4,50.0,132,705,376,9,6,2,18,5,124,23
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,1993,19.5,1328,147,652,616,76,44,1328,5,2,40.0,3,60.0,782,4821,2056,7,9,3,10,2,856,7
ENG-Premier League,2425,Manchester Utd,Jonny Evans,NIR,DF,36,1988,3.5,250,36,139,100,15,3,250,1,1,100.0,0,0.0,143,574,242,3,2,0,1,0,151,3
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,15.6,587,16,71,303,219,56,587,35,11,31.4,24,68.6,327,1483,523,14,21,4,41,30,418,69
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19,2005,18.3,1061,25,197,587,287,36,1061,50,23,46.0,25,50.0,652,2850,1222,22,17,10,36,36,760,47
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18,2005,12.9,894,87,413,414,70,13,894,4,2,50.0,2,50.0,614,3173,1765,19,13,1,3,4,656,4
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26,1998,19.5,1524,156,713,697,125,18,1524,7,6,85.7,1,14.3,1017,5141,3129,23,23,2,1,3,1069,7
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29,1995,3.9,317,26,128,149,42,4,317,1,0,0.0,1,100.0,226,1102,548,7,8,0,2,0,248,7
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte,URU,MF,23,2001,19.8,1161,46,331,639,211,16,1161,32,18,56.3,10,31.3,668,2883,1347,16,16,1,32,25,728,20
ENG-Premier League,2425,Manchester Utd,Marcus Rashford,ENG,"FW,MF",26,1997,10.9,440,3,35,189,222,34,440,39,9,23.1,26,66.7,293,1694,728,20,19,12,14,6,341,79
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,MF,25,1999,6.9,339,11,45,161,137,31,339,10,1,10.0,8,80.0,215,1067,490,15,11,2,16,9,249,41
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,24,1999,23.6,1608,184,828,731,56,29,1608,4,2,50.0,2,50.0,1078,4744,2225,7,3,0,5,3,1158,6
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,DF,26,1997,31.5,2139,167,839,976,349,30,2139,48,26,54.2,18,37.5,1172,5481,2884,42,32,3,25,17,1289,58
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,DF,19,2004,9.4,602,16,155,206,244,32,602,13,3,23.1,6,46.2,354,1933,1209,41,17,7,12,10,399,83
ENG-Premier League,2425,Manchester Utd,Rasmus Højlund,DEN,FW,21,2003,22.3,515,6,36,251,237,74,515,33,9,27.3,21,63.6,308,1516,655,28,13,17,63,33,408,101
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27,1996,0.2,14,1,3,8,3,1,14,1,0,0.0,1,100.0,10,68,44,0,0,0,1,1,9,2
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20,2004,2.0,129,9,46,59,25,3,129,2,1,50.0,1,50.0,68,239,56,0,0,0,11,1,71,2
ENG-Premier League,2425,Manchester Utd,Tyler Fredricson,ENG,DF,19,2005,1.8,141,11,64,68,9,1,141,1,1,100.0,0,0.0,86,279,114,2,1,0,2,0,95,0
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,DF,24,1999,1.1,62,2,20,27,15,0,62,1,1,100.0,0,0.0,37,190,118,3,2,0,1,2,43,6
ENG-Premier League,2425,Manchester Utd,Victor Lindelöf,SWE,DF,30,1994,7.8,452,60,243,187,24,3,452,0,0,,0,,263,1171,553,5,4,0,1,1,313,4
ENG-Premier League,2425,Newcastle Utd,Alexander Isak,SWE,FW,24,1999,30.6,1025,20,57,386,596,189,1021,91,42,46.2,47,51.6,615,3723,1861,83,42,43,66,55,740,217
ENG-Premier League,2425,Newcastle Utd,Anthony Gordon,ENG,"FW,MF",23,2001,27.0,1267,16,125,475,687,128,1265,103,38,36.9,47,45.6,818,6099,3295,121,62,56,36,38,924,214
ENG-Premier League,2425,Newcastle Utd,Bruno Guimarães,BRA,MF,26,1997,36.3,2213,83,445,1131,662,85,2213,78,34,43.6,27,34.6,1400,7763,3483,64,46,15,56,76,1652,96
ENG-Premier League,2425,Newcastle Utd,Callum Wilson,ENG,FW,32,1992,4.1,95,1,5,55,38,19,95,7,1,14.3,4,57.1,47,243,105,5,4,5,16,12,60,17
ENG-Premier League,2425,Newcastle Utd,Dan Burn,ENG,DF,32,1992,37.0,2386,366,1305,959,130,52,2386,4,3,75.0,1,25.0,1346,6322,2798,12,8,1,24,3,1615,14
ENG-Premier League,2425,Newcastle Utd,Emil Krafth,SWE,DF,29,1994,3.8,199,34,100,73,28,4,199,1,0,0.0,1,100.0,82,397,175,5,6,0,2,2,98,3
ENG-Premier League,2425,Newcastle Utd,Fabian Schär,SUI,DF,32,1991,32.6,2319,266,1178,991,162,42,2319,13,8,61.5,3,23.1,1438,6526,3744,18,27,2,12,6,1609,22
ENG-Premier League,2425,Newcastle Utd,Harvey Barnes,ENG,FW,26,1997,19.5,810,17,97,257,462,128,810,64,24,37.5,33,51.6,561,4196,2467,93,48,47,33,23,647,192
ENG-Premier League,2425,Newcastle Utd,Jacob Murphy,ENG,FW,29,1995,26.2,1271,27,188,474,622,92,1271,69,35,50.7,31,44.9,733,4416,2339,79,40,27,32,37,911,231
ENG-Premier League,2425,Newcastle Utd,Joe Willock,ENG,"MF,FW",24,1999,12.1,533,12,74,231,239,55,533,35,12,34.3,17,48.6,325,2217,1034,38,28,16,37,23,372,86
ENG-Premier League,2425,Newcastle Utd,Joelinton,BRA,"MF,FW",27,1996,26.6,1360,67,256,670,448,83,1360,46,15,32.6,28,60.9,729,3598,1786,40,26,9,39,53,934,110
ENG-Premier League,2425,Newcastle Utd,Kieran Trippier,ENG,DF,33,1990,14.5,1388,50,375,616,406,13,1388,8,4,50.0,4,50.0,609,2258,1224,26,14,4,11,8,847,58
ENG-Premier League,2425,Newcastle Utd,Lewis Hall,ENG,DF,19,2004,24.3,1820,95,623,804,414,47,1820,21,11,52.4,7,33.3,950,4398,2358,41,22,13,33,20,1094,80
ENG-Premier League,2425,Newcastle Utd,Lewis Miley,ENG,MF,18,2006,3.5,235,5,44,124,68,6,235,3,1,33.3,1,33.3,112,544,202,2,2,0,8,1,163,8
ENG-Premier League,2425,Newcastle Utd,Lloyd Kelly,ENG,DF,25,1998,3.4,215,26,105,94,19,4,215,3,2,66.7,1,33.3,120,474,202,0,2,0,3,2,129,5
ENG-Premier League,2425,Newcastle Utd,Martin Dúbravka,SVK,GK,35,1989,10.0,350,262,337,14,0,0,350,0,0,,0,,202,1043,643,0,0,0,0,0,175,0
ENG-Premier League,2425,Newcastle Utd,Matt Targett,ENG,DF,28,1995,0.2,17,0,3,8,6,0,17,0,0,,0,,4,12,6,0,0,0,0,0,12,1
ENG-Premier League,2425,Newcastle Utd,Miguel Almirón,PAR,FW,30,1994,1.7,81,1,10,35,36,9,81,2,1,50.0,1,50.0,54,284,93,3,3,2,0,2,59,18
ENG-Premier League,2425,Newcastle Utd,Nick Pope,ENG,GK,32,1992,28.0,872,688,857,15,0,0,872,0,0,,0,,439,2510,1708,0,0,0,0,1,305,0
ENG-Premier League,2425,Newcastle Utd,Sandro Tonali,ITA,MF,24,2000,29.2,1818,64,406,991,450,45,1818,37,20,54.1,14,37.8,979,5567,2334,37,40,6,30,23,1257,53
ENG-Premier League,2425,Newcastle Utd,Sean Longstaff,ENG,MF,26,1997,8.9,434,24,123,193,121,21,434,7,2,28.6,4,57.1,248,1176,429,4,10,2,9,7,308,22
ENG-Premier League,2425,Newcastle Utd,Sven Botman,NED,DF,24,2000,4.6,304,40,132,160,16,11,304,3,1,33.3,1,33.3,145,670,337,0,1,0,5,1,197,0
ENG-Premier League,2425,Newcastle Utd,Valentino Livramento,ENG,DF,21,2002,31.6,1964,119,619,894,482,41,1964,56,25,44.6,23,41.1,1023,6333,3316,83,42,13,32,39,1144,119
ENG-Premier League,2425,Newcastle Utd,William Osula,DEN,FW,20,2003,1.5,56,1,4,21,32,8,56,6,3,50.0,3,50.0,37,252,126,5,1,2,7,6,42,17
ENG-Premier League,2425,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",22,2002,27.8,1115,29,136,319,679,110,1115,83,25,30.1,39,47.0,600,4509,2544,102,45,48,79,43,764,229
ENG-Premier League,2425,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",23,2000,24.4,1035,16,117,338,605,74,1035,63,37,58.7,18,28.6,641,5345,3401,130,61,47,45,23,784,189
ENG-Premier League,2425,Nott'ham Forest,Chris Wood,NZL,FW,32,1991,32.9,770,40,89,361,322,105,767,13,4,30.8,8,61.5,376,1279,506,14,11,5,75,28,563,94
ENG-Premier League,2425,Nott'ham Forest,Danilo,BRA,"MF,FW",23,2001,3.1,150,8,54,85,13,0,150,6,3,50.0,3,50.0,54,237,61,2,0,0,6,0,87,1
